Gene stable ID	Chromosome/scaffold name	Transcript count	Gene % GC content	Strand
ENSMUSG00000118502	11	1	57.02	1
ENSMUSG00000065698	7	1	42.75	-1
ENSMUSG00000085095	7	5	51.43	1
ENSMUSG00000020792	11	10	53.42	-1
ENSMUSG00000030737	7	9	49.99	-1
ENSMUSG00000082610	5	1	53.62	-1
ENSMUSG00000009013	5	6	50.54	-1
ENSMUSG00000086368	5	31	48.78	1
ENSMUSG00000027184	2	15	38.77	-1
ENSMUSG00000128614	5	2	40.34	1
ENSMUSG00000119996	5	3	42.69	-1
ENSMUSG00000136789	5	1	50.70	1
ENSMUSG00000120367	5	1	64.05	1
ENSMUSG00000137918	5	1	43.53	1
ENSMUSG00000105254	5	2	41.99	-1
ENSMUSG00000073147	5	83	42.83	-1
ENSMUSG00000109559	7	3	50.75	1
ENSMUSG00000124728	7	2	49.16	1
ENSMUSG00000108965	7	1	55.56	-1
ENSMUSG00000073998	7	2	47.79	1
ENSMUSG00000109275	7	1	40.55	-1
ENSMUSG00000073997	7	3	46.93	1
ENSMUSG00000123924	7	2	46.55	1
ENSMUSG00000053360	7	2	44.49	-1
ENSMUSG00000130757	7	2	50.18	1
ENSMUSG00000035239	7	3	45.61	-1
ENSMUSG00000141682	7	1	40.61	1
ENSMUSG00000135430	7	1	44.12	-1
ENSMUSG00000030795	7	16	42.54	1
ENSMUSG00000105091	5	1	45.16	1
ENSMUSG00000106269	5	2	44.58	1
ENSMUSG00000104765	5	1	45.28	-1
ENSMUSG00000105042	5	1	40.33	1
ENSMUSG00000126540	11	2	47.74	1
ENSMUSG00000029004	5	9	38.41	1
ENSMUSG00000137267	11	1	56.49	-1
ENSMUSG00002075039	11	1	52.59	-1
ENSMUSG00000034227	11	1	59.65	-1
ENSMUSG00000037902	2	14	50.09	1
ENSMUSG00000124059	11	4	51.78	1
ENSMUSG00000052949	11	11	48.06	-1
ENSMUSG00000030793	7	2	45.79	-1
ENSMUSG00000108353	7	1	46.91	1
ENSMUSG00000087530	7	2	49.73	-1
ENSMUSG00000042828	7	2	53.89	1
ENSMUSG00000108437	7	1	44.87	-1
ENSMUSG00000108696	7	1	46.08	-1
ENSMUSG00000142671	7	1	50.56	1
ENSMUSG00000108381	7	1	44.12	-1
ENSMUSG00000064677	7	1	48.72	-1
ENSMUSG00000030786	7	6	43.95	1
ENSMUSG00000144248	5	1	46.67	1
ENSMUSG00000144249	5	1	45.83	1
ENSMUSG00002076957	5	1	43.33	-1
ENSMUSG00000132192	5	1	42.62	-1
ENSMUSG00000119978	5	9	40.83	1
ENSMUSG00000079362	5	1	41.46	-1
ENSMUSG00000081929	11	1	49.34	1
ENSMUSG00000130119	11	2	44.45	1
ENSMUSG00000105096	5	2	40.53	-1
ENSMUSG00000136689	11	1	53.38	-1
ENSMUSG00000120505	11	1	51.59	-1
ENSMUSG00000050628	11	2	56.50	1
ENSMUSG00000087563	2	1	66.41	-1
ENSMUSG00000086069	2	1	45.04	1
ENSMUSG00000027107	2	1	45.07	-1
ENSMUSG00000080810	11	1	51.71	-1
ENSMUSG00000096745	11	1	52.36	-1
ENSMUSG00000126320	11	1	43.98	-1
ENSMUSG00000095680	11	1	53.66	-1
ENSMUSG00000136292	11	1	44.61	-1
ENSMUSG00000096483	11	1	53.14	-1
ENSMUSG00000134667	11	1	47.05	-1
ENSMUSG00000094005	11	1	53.14	-1
ENSMUSG00000142726	11	1	44.46	-1
ENSMUSG00000104713	5	3	40.34	-1
ENSMUSG00000095136	11	1	53.40	-1
ENSMUSG00000123570	11	1	47.10	-1
ENSMUSG00000084034	11	1	52.49	-1
ENSMUSG00000129789	11	2	44.53	-1
ENSMUSG00000080749	11	1	50.58	1
ENSMUSG00000136461	11	2	40.89	1
ENSMUSG00000086382	2	3	45.07	1
ENSMUSG00000081578	11	1	46.39	1
ENSMUSG00000134314	11	1	45.75	1
ENSMUSG00000081251	11	1	57.17	1
ENSMUSG00000086686	11	8	45.53	1
ENSMUSG00000121983	2	1	50.00	1
ENSMUSG00000086544	2	2	46.90	1
ENSMUSG00000056486	2	15	40.68	-1
ENSMUSG00000082478	11	1	55.70	-1
ENSMUSG00000133351	11	1	48.31	-1
ENSMUSG00000092021	5	1	41.27	-1
ENSMUSG00000083061	11	1	44.25	-1
ENSMUSG00000082171	11	1	49.12	1
ENSMUSG00000127049	11	2	50.50	1
ENSMUSG00000081455	11	1	46.23	-1
ENSMUSG00000124214	11	1	43.26	-1
ENSMUSG00000082110	11	1	45.82	-1
ENSMUSG00000081296	11	1	50.67	-1
ENSMUSG00000083175	11	1	50.42	1
ENSMUSG00000122048	11	16	49.92	1
ENSMUSG00000134940	5	1	42.73	-1
ENSMUSG00000106438	5	10	45.13	1
ENSMUSG00000135055	5	1	41.91	1
ENSMUSG00000135020	5	14	52.99	-1
ENSMUSG00000081297	11	1	50.67	-1
ENSMUSG00000133929	11	6	50.23	-1
ENSMUSG00000083618	11	1	56.03	1
ENSMUSG00000132464	11	6	55.01	1
ENSMUSG00000070639	5	2	44.47	1
ENSMUSG00000080980	11	1	54.58	-1
ENSMUSG00000078151	11	1	49.09	1
ENSMUSG00000080738	11	1	37.86	1
ENSMUSG00000142794	11	1	44.42	1
ENSMUSG00000084169	11	1	57.64	-1
ENSMUSG00000138883	11	46	41.16	-1
ENSMUSG00000126067	5	5	48.04	1
ENSMUSG00000105826	5	1	47.90	1
ENSMUSG00000126110	5	4	45.36	-1
ENSMUSG00000133270	5	3	56.58	-1
ENSMUSG00000054720	5	4	44.59	1
ENSMUSG00000133188	5	3	43.97	1
ENSMUSG00000081749	11	1	56.20	1
ENSMUSG00000137283	11	2	44.98	1
ENSMUSG00000133309	5	1	41.27	-1
ENSMUSG00000133225	5	2	46.52	-1
ENSMUSG00000083657	11	1	46.78	-1
ENSMUSG00000120416	11	5	47.45	-1
ENSMUSG00000085771	5	1	45.91	1
ENSMUSG00000143828	5	1	34.11	1
ENSMUSG00000143792	5	2	44.23	-1
ENSMUSG00000083992	11	1	54.42	-1
ENSMUSG00000131937	5	3	47.11	-1
ENSMUSG00000081515	11	1	46.26	-1
ENSMUSG00000127491	11	4	42.00	-1
ENSMUSG00000120245	5	16	44.89	1
ENSMUSG00000081088	11	1	41.85	-1
ENSMUSG00000138428	11	3	39.81	-1
ENSMUSG00000081548	11	1	44.92	1
ENSMUSG00000137791	11	1	43.65	1
ENSMUSG00000081675	11	1	54.06	-1
ENSMUSG00000130910	11	1	46.91	-1
ENSMUSG00000081629	11	1	40.21	-1
ENSMUSG00000139102	11	6	40.27	-1
ENSMUSG00000126152	5	3	46.83	1
ENSMUSG00000084055	11	1	51.25	1
ENSMUSG00000121168	5	3	46.10	-1
ENSMUSG00000138468	11	18	37.58	1
ENSMUSG00000126262	5	1	46.51	1
ENSMUSG00000104369	5	1	45.35	-1
ENSMUSG00000140261	5	1	54.72	-1
ENSMUSG00000127575	5	1	52.35	-1
ENSMUSG00000005474	5	6	52.59	1
ENSMUSG00000081586	11	1	51.97	-1
ENSMUSG00000137301	11	2	48.62	-1
ENSMUSG00000043522	11	1	51.08	-1
ENSMUSG00000133485	11	1	50.06	-1
ENSMUSG00000081302	11	1	44.47	-1
ENSMUSG00000129938	11	2	40.81	-1
ENSMUSG00000080927	11	1	45.99	1
ENSMUSG00000083870	11	1	45.17	-1
ENSMUSG00000143953	11	1	44.68	-1
ENSMUSG00000083237	11	1	47.25	1
ENSMUSG00000127105	11	5	46.52	1
ENSMUSG00000125392	5	3	48.52	1
ENSMUSG00000060727	11	1	48.15	-1
ENSMUSG00000129791	11	1	43.87	-1
ENSMUSG00000125515	5	1	53.13	1
ENSMUSG00000084375	11	1	44.82	-1
ENSMUSG00000125473	5	3	51.65	1
ENSMUSG00000129672	11	12	49.83	-1
ENSMUSG00000092402	5	6	47.54	-1
ENSMUSG00000097908	5	46	49.37	1
ENSMUSG00000086162	11	1	47.78	1
ENSMUSG00000108596	7	2	44.29	1
ENSMUSG00000129712	11	5	46.95	1
ENSMUSG00000075611	11	1	50.63	-1
ENSMUSG00000134746	11	3	48.80	-1
ENSMUSG00000083227	11	1	49.66	-1
ENSMUSG00000127910	11	2	47.03	-1
ENSMUSG00000081478	11	1	49.86	-1
ENSMUSG00000108578	7	1	52.74	1
ENSMUSG00000129918	11	4	47.00	-1
ENSMUSG00000030789	7	4	48.41	1
ENSMUSG00000083022	11	1	45.80	-1
ENSMUSG00000082917	11	1	53.51	-1
ENSMUSG00000082806	11	1	57.49	-1
ENSMUSG00000082116	11	1	60.97	-1
ENSMUSG00000139247	11	2	48.28	-1
ENSMUSG00000084278	11	1	45.72	1
ENSMUSG00000085838	2	1	40.42	1
ENSMUSG00000127527	11	2	39.05	1
ENSMUSG00000081062	2	1	46.97	1
ENSMUSG00000068615	2	1	47.57	-1
ENSMUSG00000083337	11	1	58.71	1
ENSMUSG00000075587	11	1	47.39	1
ENSMUSG00000083782	11	1	51.94	1
ENSMUSG00000092201	2	4	41.54	1
ENSMUSG00000121072	11	3	41.64	1
ENSMUSG00000134240	11	1	45.70	-1
ENSMUSG00000087668	11	1	52.50	-1
ENSMUSG00000134406	11	1	50.69	-1
ENSMUSG00000058073	11	1	43.47	1
ENSMUSG00000143879	11	1	50.05	1
ENSMUSG00000020361	11	3	42.23	-1
ENSMUSG00000087694	2	7	41.55	1
ENSMUSG00000141861	5	1	46.26	-1
ENSMUSG00000132739	5	1	53.84	-1
ENSMUSG00000132781	5	4	53.42	1
ENSMUSG00000132702	5	1	46.43	1
ENSMUSG00000098131	5	1	46.64	1
ENSMUSG00000068614	2	2	46.86	-1
ENSMUSG00000121146	5	1	56.90	1
ENSMUSG00000120602	5	7	49.57	1
ENSMUSG00000124472	5	1	49.65	1
ENSMUSG00000133538	5	1	51.47	-1
ENSMUSG00000122280	5	3	37.42	-1
ENSMUSG00000138667	5	5	41.61	1
ENSMUSG00000127716	5	2	44.52	1
ENSMUSG00000141190	5	2	46.00	-1
ENSMUSG00000130645	11	1	41.03	-1
ENSMUSG00000122416	5	2	42.54	-1
ENSMUSG00000138217	11	1	43.66	-1
ENSMUSG00000018239	11	2	43.93	1
ENSMUSG00000118332	5	3	49.06	1
ENSMUSG00000092397	2	6	41.53	1
ENSMUSG00000139916	5	1	46.26	-1
ENSMUSG00000144264	5	1	48.98	1
ENSMUSG00000138180	11	2	44.80	-1
ENSMUSG00000138356	5	1	49.58	-1
ENSMUSG00000138317	5	1	47.33	1
ENSMUSG00000082263	11	1	50.00	-1
ENSMUSG00000097772	5	33	46.72	-1
ENSMUSG00000049470	11	8	39.70	1
ENSMUSG00000108729	7	1	50.67	1
ENSMUSG00000040383	2	9	41.25	-1
ENSMUSG00000070369	7	5	45.44	1
ENSMUSG00000106391	5	1	49.18	1
ENSMUSG00000131639	5	1	43.49	1
ENSMUSG00000131182	5	1	52.41	1
ENSMUSG00000131120	5	3	44.22	1
ENSMUSG00000131155	5	2	43.82	-1
ENSMUSG00000144266	5	1	41.55	1
ENSMUSG00000126730	5	1	46.28	-1
ENSMUSG00000140370	5	4	41.72	1
ENSMUSG00000136233	5	1	45.30	-1
ENSMUSG00000136314	5	2	45.41	1
ENSMUSG00000100157	5	18	47.07	1
ENSMUSG00000139873	11	2	50.61	-1
ENSMUSG00000139832	11	1	38.18	1
ENSMUSG00000064719	11	1	42.06	1
ENSMUSG00000105908	11	1	45.07	1
ENSMUSG00000036216	11	1	46.26	-1
ENSMUSG00000044894	11	4	48.66	-1
ENSMUSG00000144029	5	1	48.50	-1
ENSMUSG00000018238	11	3	47.66	1
ENSMUSG00000121065	5	33	46.43	-1
ENSMUSG00000130107	11	10	49.72	-1
ENSMUSG00000098464	2	1	54.55	-1
ENSMUSG00000040321	2	2	38.43	-1
ENSMUSG00000072963	11	1	48.42	-1
ENSMUSG00000018387	11	6	52.49	1
ENSMUSG00000108531	7	1	50.23	-1
ENSMUSG00000047965	2	1	48.70	1
ENSMUSG00000108354	7	10	47.72	-1
ENSMUSG00000075304	2	1	61.06	1
ENSMUSG00000087264	2	4	43.38	-1
ENSMUSG00000030785	7	1	53.93	-1
ENSMUSG00000086515	2	1	43.33	-1
ENSMUSG00000085915	5	1	46.10	-1
ENSMUSG00000075302	2	5	42.03	1
ENSMUSG00000130915	5	3	45.84	-1
ENSMUSG00000108604	7	1	40.42	-1
ENSMUSG00000131020	5	1	38.29	1
ENSMUSG00000062944	7	1	48.96	-1
ENSMUSG00000131094	5	1	43.94	1
ENSMUSG00000130982	5	2	43.75	1
ENSMUSG00000042178	7	2	56.19	1
ENSMUSG00000130947	5	1	48.46	1
ENSMUSG00000131052	5	1	52.06	-1
ENSMUSG00000106712	5	1	37.10	-1
ENSMUSG00000107337	5	1	42.76	1
ENSMUSG00000096726	5	1	48.69	-1
ENSMUSG00000085707	11	3	53.85	-1
ENSMUSG00000136162	5	2	42.59	1
ENSMUSG00000136120	5	10	44.21	-1
ENSMUSG00000049427	11	1	52.53	-1
ENSMUSG00000044352	11	1	55.46	-1
ENSMUSG00000132765	11	2	45.97	1
ENSMUSG00000030782	7	12	49.54	1
ENSMUSG00000054450	11	1	42.38	1
ENSMUSG00000132846	11	1	47.55	-1
ENSMUSG00000143999	5	6	42.97	1
ENSMUSG00000132807	11	1	47.92	-1
ENSMUSG00000085718	11	1	47.74	1
ENSMUSG00000018398	11	7	52.09	1
ENSMUSG00000104076	2	1	34.99	-1
ENSMUSG00000070880	2	8	46.88	1
ENSMUSG00000107301	5	2	44.88	-1
ENSMUSG00000029397	5	5	40.08	-1
ENSMUSG00000107200	5	1	41.54	-1
ENSMUSG00000121865	5	39	42.44	1
ENSMUSG00000097025	2	2	64.93	-1
ENSMUSG00000014959	2	6	45.47	1
ENSMUSG00000102644	5	1	40.34	1
ENSMUSG00000129673	5	1	43.85	-1
ENSMUSG00002075701	5	1	48.91	1
ENSMUSG00000096035	5	2	43.68	1
ENSMUSG00000086851	11	2	44.39	-1
ENSMUSG00000029403	5	7	40.58	-1
ENSMUSG00000018395	11	8	43.85	1
ENSMUSG00000030781	7	12	53.50	1
ENSMUSG00000000869	11	4	47.09	-1
ENSMUSG00000093215	7	1	50.75	-1
ENSMUSG00000120885	7	1	59.58	1
ENSMUSG00000134600	7	1	59.20	1
ENSMUSG00000134525	7	1	46.34	1
ENSMUSG00000132355	11	2	44.90	1
ENSMUSG00000134641	7	1	49.40	1
ENSMUSG00000123769	7	5	41.07	1
ENSMUSG00000074923	2	5	51.32	1
ENSMUSG00000081769	11	27	47.30	-1
ENSMUSG00000137864	7	4	49.01	1
ENSMUSG00000129634	5	1	42.33	1
ENSMUSG00000129945	5	1	42.91	-1
ENSMUSG00000029405	5	10	41.48	-1
ENSMUSG00000135749	7	1	44.92	1
ENSMUSG00000124844	7	1	39.72	1
ENSMUSG00000140143	7	5	45.69	-1
ENSMUSG00000135297	7	1	53.43	1
ENSMUSG00000144009	7	2	47.11	1
ENSMUSG00000143967	7	1	52.32	1
ENSMUSG00000144049	7	1	45.68	1
ENSMUSG00000043432	7	1	56.95	-1
ENSMUSG00000063838	7	3	43.89	-1
ENSMUSG00000086595	11	1	45.65	-1
ENSMUSG00000082782	7	1	40.09	-1
ENSMUSG00000139715	11	1	39.15	-1
ENSMUSG00000108641	7	1	42.86	1
ENSMUSG00000139794	11	1	58.35	-1
ENSMUSG00000078137	2	1	57.15	-1
ENSMUSG00000120213	11	2	59.54	1
ENSMUSG00000083309	7	1	46.71	1
ENSMUSG00000070873	7	1	43.13	1
ENSMUSG00000139753	11	1	54.43	-1
ENSMUSG00000046804	2	2	50.18	1
ENSMUSG00000139872	11	1	54.84	1
ENSMUSG00000138462	11	1	43.47	1
ENSMUSG00000130701	11	1	43.90	-1
ENSMUSG00000129714	11	4	47.51	-1
ENSMUSG00000040007	2	2	53.74	1
ENSMUSG00000082042	7	1	44.05	1
ENSMUSG00000120186	11	1	46.58	1
ENSMUSG00000130248	11	2	48.22	1
ENSMUSG00000081723	7	1	48.79	1
ENSMUSG00000133478	11	6	52.64	1
ENSMUSG00000108743	7	1	46.05	1
ENSMUSG00000062524	7	2	41.63	1
ENSMUSG00000120942	11	7	51.18	-1
ENSMUSG00000074916	2	2	56.32	1
ENSMUSG00000137125	11	5	48.95	-1
ENSMUSG00000121996	2	5	46.66	1
ENSMUSG00000124564	11	1	49.67	1
ENSMUSG00000142067	11	1	61.38	-1
ENSMUSG00000137966	11	1	49.83	1
ENSMUSG00000122003	2	1	46.44	1
ENSMUSG00000126792	11	3	55.53	-1
ENSMUSG00000122013	2	1	55.73	-1
ENSMUSG00000108667	7	1	50.70	1
ENSMUSG00000122022	2	1	43.27	-1
ENSMUSG00000078810	7	2	41.23	-1
ENSMUSG00000126750	11	1	50.63	1
ENSMUSG00000122030	2	1	47.30	-1
ENSMUSG00000128730	11	4	54.19	-1
ENSMUSG00000122051	2	3	47.28	1
ENSMUSG00000122068	2	1	57.43	-1
ENSMUSG00000128467	11	1	47.16	1
ENSMUSG00000039138	2	11	46.38	1
ENSMUSG00000135385	11	1	52.10	-1
ENSMUSG00000085242	11	1	52.93	1
ENSMUSG00000020876	11	6	50.24	-1
ENSMUSG00002075133	7	1	62.73	-1
ENSMUSG00002076192	7	1	62.73	-1
ENSMUSG00000108761	7	1	56.59	1
ENSMUSG00000122085	2	2	41.79	-1
ENSMUSG00000008435	7	6	46.95	-1
ENSMUSG00000122100	2	1	39.64	-1
ENSMUSG00000122138	2	12	36.71	1
ENSMUSG00000018666	11	5	42.97	1
ENSMUSG00000122142	2	1	40.86	-1
ENSMUSG00000122160	2	1	54.19	-1
ENSMUSG00000122168	2	1	46.56	-1
ENSMUSG00000122180	2	1	45.65	1
ENSMUSG00000122212	2	5	40.05	-1
ENSMUSG00002076796	7	1	34.38	-1
ENSMUSG00000091177	7	2	47.86	-1
ENSMUSG00000122218	2	1	37.85	1
ENSMUSG00000122232	2	1	36.01	1
ENSMUSG00000122252	2	3	39.04	1
ENSMUSG00000006154	7	14	50.56	1
ENSMUSG00000081249	11	1	54.01	-1
ENSMUSG00000085160	2	1	39.22	-1
ENSMUSG00000038615	11	12	52.89	-1
ENSMUSG00000122260	2	1	39.90	-1
ENSMUSG00000122296	2	31	41.14	1
ENSMUSG00000084768	2	5	48.87	1
ENSMUSG00000088712	5	1	54.26	-1
ENSMUSG00000129828	5	4	50.94	1
ENSMUSG00000122300	2	1	38.95	1
ENSMUSG00000129902	5	1	41.71	-1
ENSMUSG00002075648	5	1	55.14	-1
ENSMUSG00000122304	2	1	51.48	-1
ENSMUSG00000129597	5	4	45.29	-1
ENSMUSG00000054457	2	14	48.90	1
ENSMUSG00000120423	5	18	48.90	1
ENSMUSG00000087268	2	46	52.38	-1
ENSMUSG00000084111	5	1	58.02	-1
ENSMUSG00000018672	11	5	50.03	1
ENSMUSG00000144277	5	1	41.18	1
ENSMUSG00000144278	5	1	43.14	1
ENSMUSG00000037390	5	2	48.00	-1
ENSMUSG00000065515	11	1	61.64	1
ENSMUSG00000087117	11	3	47.72	-1
ENSMUSG00000019254	7	11	51.63	-1
ENSMUSG00000083651	11	1	54.40	1
ENSMUSG00000018669	11	11	52.82	-1
ENSMUSG00000106466	5	40	48.67	1
ENSMUSG00000122334	2	1	35.16	-1
ENSMUSG00000122335	2	1	49.53	-1
ENSMUSG00000122368	2	2	38.64	-1
ENSMUSG00000120768	2	9	52.43	1
ENSMUSG00000121236	2	1	59.58	-1
ENSMUSG00000122390	2	1	50.35	1
ENSMUSG00000122392	2	3	51.85	-1
ENSMUSG00000120098	2	1	57.99	1
ENSMUSG00000056329	2	5	48.20	1
ENSMUSG00000122409	2	2	46.11	1
ENSMUSG00000122419	2	1	48.23	1
ENSMUSG00000118522	5	1	48.65	-1
ENSMUSG00000054181	2	3	50.57	-1
ENSMUSG00000121013	5	8	47.91	-1
ENSMUSG00000087337	2	23	40.58	-1
ENSMUSG00000120862	5	1	55.17	1
ENSMUSG00000129866	5	1	56.50	1
ENSMUSG00000132055	5	2	55.80	1
ENSMUSG00000126077	5	10	56.20	-1
ENSMUSG00000064179	7	12	51.27	-1
ENSMUSG00000088293	5	1	43.93	-1
ENSMUSG00000046607	5	2	51.09	1
ENSMUSG00000032850	5	7	51.05	-1
ENSMUSG00000122469	2	1	48.91	-1
ENSMUSG00000079603	2	2	44.79	-1
ENSMUSG00000122485	2	1	50.82	-1
ENSMUSG00000085307	11	6	49.35	-1
ENSMUSG00000084935	2	9	43.35	-1
ENSMUSG00000047040	11	5	51.76	1
ENSMUSG00000122527	2	1	52.74	-1
ENSMUSG00000122543	2	1	45.62	1
ENSMUSG00000122566	2	5	37.36	1
ENSMUSG00000122568	2	7	44.55	1
ENSMUSG00000018659	11	3	50.63	-1
ENSMUSG00000085087	2	1	50.36	1
ENSMUSG00000087162	2	6	44.83	1
ENSMUSG00000122596	2	2	48.29	-1
ENSMUSG00000122597	2	1	44.43	-1
ENSMUSG00000018678	11	4	49.99	-1
ENSMUSG00000122661	2	3	43.98	-1
ENSMUSG00000122682	2	1	47.33	1
ENSMUSG00000139919	5	1	51.22	1
ENSMUSG00000122691	2	8	52.77	-1
ENSMUSG00002075291	5	1	51.38	-1
ENSMUSG00000032840	5	1	50.55	1
ENSMUSG00000052368	2	12	46.28	1
ENSMUSG00000119733	5	1	54.55	1
ENSMUSG00000141016	5	2	47.78	1
ENSMUSG00000143393	5	2	49.98	1
ENSMUSG00000141505	5	6	47.99	-1
ENSMUSG00000122699	2	4	38.80	1
ENSMUSG00000122722	2	1	42.26	1
ENSMUSG00000140965	5	2	48.48	1
ENSMUSG00000122727	2	1	52.93	1
ENSMUSG00000122731	2	2	46.79	1
ENSMUSG00000122569	5	3	48.52	1
ENSMUSG00000085596	2	4	52.92	1
ENSMUSG00000128713	5	1	49.43	1
ENSMUSG00000141024	5	15	49.80	-1
ENSMUSG00000122738	2	1	37.12	-1
ENSMUSG00000122756	2	1	45.26	1
ENSMUSG00000122762	2	1	54.99	-1
ENSMUSG00000122801	2	1	47.39	1
ENSMUSG00000038560	11	2	52.37	1
ENSMUSG00000122876	2	1	40.42	-1
ENSMUSG00000122892	2	1	45.73	1
ENSMUSG00000122902	2	1	52.47	1
ENSMUSG00000087067	11	9	55.63	-1
ENSMUSG00000122938	2	2	41.47	-1
ENSMUSG00000122940	2	2	44.47	-1
ENSMUSG00000122954	2	1	47.33	1
ENSMUSG00000122987	2	1	44.74	1
ENSMUSG00000106812	5	12	48.87	-1
ENSMUSG00000123049	2	1	43.81	1
ENSMUSG00000123066	2	2	41.68	-1
ENSMUSG00000020877	11	4	53.72	1
ENSMUSG00000123068	2	2	41.81	-1
ENSMUSG00000123089	2	1	46.39	-1
ENSMUSG00000123108	2	1	45.60	1
ENSMUSG00000085704	2	5	55.21	1
ENSMUSG00000138714	5	1	50.53	1
ENSMUSG00002075849	5	1	52.17	-1
ENSMUSG00000127080	5	1	49.48	1
ENSMUSG00000126021	5	11	46.92	1
ENSMUSG00000052248	2	7	45.07	1
ENSMUSG00000020878	11	1	50.91	-1
ENSMUSG00000130380	5	3	48.53	-1
ENSMUSG00000123222	2	1	43.10	1
ENSMUSG00000121735	5	5	47.09	1
ENSMUSG00000123227	2	1	41.87	-1
ENSMUSG00000123228	2	1	48.52	-1
ENSMUSG00000081860	11	1	55.56	1
ENSMUSG00000123233	2	4	47.61	1
ENSMUSG00000001445	11	2	48.68	1
ENSMUSG00000082365	5	1	48.12	1
ENSMUSG00000128021	5	2	47.77	1
ENSMUSG00000123301	2	1	51.72	1
ENSMUSG00000087433	2	22	44.93	-1
ENSMUSG00000120779	5	11	48.20	-1
ENSMUSG00000085262	11	4	52.57	-1
ENSMUSG00000035458	7	8	53.69	-1
ENSMUSG00000038534	11	5	52.97	1
ENSMUSG00000130938	5	1	57.11	-1
ENSMUSG00000139964	5	1	47.80	1
ENSMUSG00000018076	5	6	46.08	1
ENSMUSG00000123334	2	2	46.84	-1
ENSMUSG00000123343	2	10	48.29	1
ENSMUSG00000123371	2	3	44.65	-1
ENSMUSG00000098769	11	1	58.88	1
ENSMUSG00000084068	11	1	50.76	1
ENSMUSG00000087309	2	11	37.67	-1
ENSMUSG00000078700	11	53	50.43	1
ENSMUSG00000055809	7	1	50.51	-1
ENSMUSG00000123374	2	2	54.82	-1
ENSMUSG00000123395	2	1	51.24	1
ENSMUSG00000086197	2	11	38.16	1
ENSMUSG00000085725	7	4	48.97	1
ENSMUSG00000004961	7	3	50.28	-1
ENSMUSG00000121191	2	3	41.66	1
ENSMUSG00000123433	2	2	42.89	1
ENSMUSG00000087600	2	8	51.68	1
ENSMUSG00000142274	7	4	46.34	1
ENSMUSG00000086604	7	5	51.80	-1
ENSMUSG00000123474	2	1	45.85	-1
ENSMUSG00000123542	2	1	49.61	1
ENSMUSG00000132480	7	1	57.49	-1
ENSMUSG00000123581	2	6	43.36	-1
ENSMUSG00000132523	7	3	59.31	1
ENSMUSG00000048398	7	2	43.02	1
ENSMUSG00000123588	2	11	49.04	-1
ENSMUSG00000078808	7	4	39.15	-1
ENSMUSG00000109577	7	1	43.69	1
ENSMUSG00000086843	2	3	43.58	1
ENSMUSG00000117744	7	3	38.82	-1
ENSMUSG00000123598	2	1	48.22	1
ENSMUSG00000066820	7	6	34.24	-1
ENSMUSG00000123604	2	3	41.22	-1
ENSMUSG00000123610	2	1	37.69	-1
ENSMUSG00000123639	2	2	38.57	-1
ENSMUSG00000123640	2	3	54.82	-1
ENSMUSG00000123643	2	1	46.77	1
ENSMUSG00000123660	2	3	40.17	-1
ENSMUSG00000118298	7	3	37.87	-1
ENSMUSG00000123673	2	1	50.36	-1
ENSMUSG00000078706	11	43	47.18	1
ENSMUSG00000106912	5	1	41.93	-1
ENSMUSG00000107286	5	1	40.13	1
ENSMUSG00000092336	7	1	43.73	-1
ENSMUSG00000086379	2	53	45.12	1
ENSMUSG00000117863	7	4	39.02	-1
ENSMUSG00000106798	5	1	45.10	1
ENSMUSG00000107116	5	1	44.68	1
ENSMUSG00000107115	5	1	46.25	1
ENSMUSG00000107364	5	1	47.61	1
ENSMUSG00000092579	7	2	38.51	1
ENSMUSG00000134410	5	1	48.26	1
ENSMUSG00000135281	5	2	47.87	-1
ENSMUSG00000109540	7	1	39.95	-1
ENSMUSG00000058631	7	1	38.54	-1
ENSMUSG00000126319	5	5	52.14	1
ENSMUSG00000109012	7	1	42.42	1
ENSMUSG00000123304	5	2	48.47	-1
ENSMUSG00000118388	7	1	43.20	-1
ENSMUSG00000092393	7	1	58.33	1
ENSMUSG00000092580	7	1	42.41	-1
ENSMUSG00000132475	5	3	46.50	1
ENSMUSG00000092271	7	1	41.73	-1
ENSMUSG00000066850	7	2	41.12	-1
ENSMUSG00000132438	5	4	47.68	-1
ENSMUSG00000064231	7	1	50.56	1
ENSMUSG00000126761	5	3	44.17	1
ENSMUSG00000109197	7	3	42.36	1
ENSMUSG00000015806	5	10	44.96	-1
ENSMUSG00000109283	7	2	40.23	-1
ENSMUSG00000034690	7	4	42.53	1
ENSMUSG00000084844	11	22	51.33	-1
ENSMUSG00000123687	2	7	52.75	1
ENSMUSG00000123693	2	4	43.45	1
ENSMUSG00000142925	7	1	45.44	-1
ENSMUSG00000144284	7	1	45.25	1
ENSMUSG00000046792	7	7	50.01	-1
ENSMUSG00000123695	2	1	44.38	-1
ENSMUSG00000123701	2	1	47.23	1
ENSMUSG00000123722	2	1	35.56	-1
ENSMUSG00000084916	11	2	42.59	1
ENSMUSG00000085633	2	11	42.10	-1
ENSMUSG00000105255	5	1	44.92	1
ENSMUSG00000085078	11	3	51.19	-1
ENSMUSG00000049530	5	1	43.00	1
ENSMUSG00000085162	11	26	43.47	-1
ENSMUSG00000125577	5	4	42.54	-1
ENSMUSG00000039682	5	6	45.05	1
